# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,
# Sun Sep  2 18:32:36 2018,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_hostname:   Host Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_letter:     Planet Letter,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_name:       Planet Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_discmethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_disc:       Year of Discovery,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_orbper:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmassj:     Planet Mass or M*sin(i) [Jupiter mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rade:       Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_radj:       Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rads:       Planet Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_dens:       Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eqt:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_snum:       Number of Stars in System,,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_dist:       Distance [pc],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_mass:       Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_rad:        Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_age:        Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,
# COLUMN rmk_cust:        Mock Purchased,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_disc,fpl_orbper,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fpl_snum,fst_dist,fst_lum,fst_mass,fst_rad,fst_age,rmk_cust
3249,Kepler-833,b,Kepler-833 b,Transit,2016,18.7546998,,4.74,0.0149,2.02,0.18,0.019,3.16,,1,421,-0.91,0.64,0.62,3.72,
3250,Kepler-834,b,Kepler-834 b,Transit,2016,13.32388301,,4.74,0.0149,2.02,0.18,0.019,3.16,,1,620,-0.772,0.7,0.66,2.69,
3251,Kepler-835,b,Kepler-835 b,Transit,2016,11.41909375,,8.2,0.0258,2.79,0.249,0.026,2.07,,1,2011,0.145,1.08,1.11,3.63,
3252,Kepler-836,b,Kepler-836 b,Transit,2016,11.36112327,,7.9,0.0249,2.73,0.244,0.025,2.13,,1,1003,0.071,1.03,1.04,4.27,
3253,Kepler-837,b,Kepler-837 b,Transit,2016,16.56059504,,7.08,0.0223,2.56,0.228,0.023,2.32,,1,846,-0.297,0.85,0.81,3.98,
3254,Kepler-838,b,Kepler-838 b,Transit,2016,15.74957994,,7.9,0.0249,2.73,0.244,0.025,2.13,,1,1210,-0.035,0.98,0.96,4.17,
3255,Kepler-839,b,Kepler-839 b,Transit,2016,37.8144514,,7.13,0.0224,2.57,0.229,0.024,2.31,,1,833,0.319,1.22,1.31,2.82,
3256,Kepler-84,b,Kepler-84 b,Transit,2012,8.726,,40,0.126,2.23,0.199,0.021,19.8,,1,1066,0.212,1.06,1.17,3.98,
3257,Kepler-84,c,Kepler-84 c,Transit,2012,12.883,,20.2,0.064,2.36,0.211,0.022,8.44,,1,1066,0.212,1.06,1.17,3.98,
3258,Kepler-84,d,Kepler-84 d,Transit,2014,4.224537,,2.48,0.0078,1.38,0.123,0.013,5.19,,1,1066,0.212,1.06,1.17,3.98,
3259,Kepler-84,e,Kepler-84 e,Transit,2014,27.434389,,7.27,0.0229,2.6,0.232,0.024,2.27,,1,1066,0.212,1.06,1.17,3.98,
3260,Kepler-84,f,Kepler-84 f,Transit,2014,44.552169,,5.48,0.0172,2.2,0.196,0.02,2.83,,1,1066,0.212,1.06,1.17,3.98,
3261,Kepler-840,b,Kepler-840 b,Transit,2016,2.49577962,,43000,135,17.07,1.523,0.156,47.5,,1,778,0.095,1.04,1.06,3.89,
3262,Kepler-841,b,Kepler-841 b,Transit,2016,124.4198398,,23.8,0.0749,5.23,0.467,0.048,0.914,,1,1052,-0.323,0.85,0.81,4.47,
3263,Kepler-842,b,Kepler-842 b,Transit,2016,1.21956827,,3.19,0.01,1.6,0.143,0.015,4.28,,1,552,-0.576,0.78,0.73,4.37,
3264,Kepler-843,b,Kepler-843 b,Transit,2016,2.05387982,,7.22,0.0227,2.59,0.231,0.024,2.28,,1,1247,0.044,1.02,1.03,4.17,
3265,Kepler-844,b,Kepler-844 b,Transit,2016,2.61302086,,3.46,0.0109,1.68,0.15,0.015,4.01,,1,394,-1.07,0.59,0.57,3.8,
3266,Kepler-845,b,Kepler-845 b,Transit,2016,0.92785982,,4.82,0.0152,2.04,0.182,0.019,3.12,,1,471,-0.529,0.79,0.75,4.79,
3267,Kepler-846,b,Kepler-846 b,Transit,2016,19.80792185,,6.71,0.0211,2.48,0.221,0.023,2.42,,1,1233,-0.14,0.94,0.91,4.37,
3268,Kepler-847,b,Kepler-847 b,Transit,2016,2.3432319,,1.76,0.00553,1.18,0.105,0.011,5.89,,1,529,-0.497,0.83,0.77,3.89,
3269,Kepler-848,b,Kepler-848 b,Transit,2016,6.91134416,,3.53,0.0111,1.7,0.152,0.016,3.95,,1,797,0.136,1.01,1.2,8.32,
3270,Kepler-849,b,Kepler-849 b,Transit,2016,394.6244904,,40.4,0.127,7.14,0.637,0.065,0.61,,1,747,0.515,1.23,1.64,3.98,
3271,Kepler-85,b,Kepler-85 b,Transit,2012,8.306,,4.54,0.0143,1.97,0.176,0.018,3.26,,1,789,-0.202,0.92,0.89,4.37,
3272,Kepler-85,c,Kepler-85 c,Transit,2012,12.513,,20.9,0.066,2.18,0.194,0.02,11.1,,1,789,-0.202,0.92,0.89,4.37,
3273,Kepler-85,d,Kepler-85 d,Transit,2014,17.91323,,1.87,0.00588,1.2,0.107,0.011,5.95,,1,789,-0.202,0.92,0.89,4.37,
3274,Kepler-85,e,Kepler-85 e,Transit,2014,25.216751,,0.6,0.00189,1.27,0.113,0.012,1.6,,1,789,-0.202,0.92,0.89,4.37,
3275,Kepler-850,b,Kepler-850 b,Transit,2016,7.19303878,,3.82,0.012,1.78,0.159,0.016,3.72,,1,1535,0.123,1.06,1.09,3.89,
3276,Kepler-851,b,Kepler-851 b,Transit,2016,8.50699658,,3.46,0.0109,1.68,0.15,0.015,4.01,,1,869,-0.239,0.89,0.85,4.47,
3277,Kepler-852,b,Kepler-852 b,Transit,2016,44.9309804,,6.99,0.022,2.54,0.227,0.023,2.34,,1,854,0.226,1.19,1.16,1.48,
3278,Kepler-853,b,Kepler-853 b,Transit,2016,7.16892463,,3.5,0.011,1.69,0.151,0.015,3.98,,1,610,0.547,1.3,1.55,2.69,
3279,Kepler-854,b,Kepler-854 b,Transit,2016,2.14463285,,42000,132,16.72,1.492,0.153,49.4,,1,741,0.327,1.17,1.27,3.02,
3280,Kepler-855,b,Kepler-855 b,Transit,2016,7.8866311,,52.7,0.166,8.35,0.745,0.077,0.497,,1,1043,0.045,1.03,1.03,4.17,
3281,Kepler-856,b,Kepler-856 b,Transit,2016,8.02768059,,63.3,0.199,9.3,0.83,0.085,0.432,,1,1175,-0.135,0.96,0.93,4.27,
3282,Kepler-857,b,Kepler-857 b,Transit,2016,85.35129427,,37.2,0.117,6.8,0.607,0.062,0.65,,1,1039,-0.008,0.99,0.99,4.27,
3283,Kepler-858,b,Kepler-858 b,Transit,2016,76.13602028,,21.1,0.0664,4.87,0.434,0.045,1,,1,296,-0.118,0.96,0.91,3.39,
3284,Kepler-859,b,Kepler-859 b,Transit,2016,20.38177573,,9.75,0.0307,3.09,0.276,0.028,1.82,,1,915,-0.469,0.81,0.77,4.57,
3285,Kepler-860,b,Kepler-860 b,Transit,2016,5.10137945,,10.6,0.0332,3.24,0.289,0.03,1.71,,1,1295,0.07,1.04,1.06,4.27,
3286,Kepler-861,b,Kepler-861 b,Transit,2016,3.94963138,,5.82,0.0183,2.28,0.203,0.021,2.7,,1,806,-0.448,0.82,0.78,4.47,
3287,Kepler-862,b,Kepler-862 b,Transit,2016,3.14866453,,5.52,0.0174,2.21,0.197,0.02,2.81,,1,806,-0.288,0.88,0.84,4.79,
3288,Kepler-863,b,Kepler-863 b,Transit,2016,15.59461874,,8.75,0.0275,2.9,0.259,0.027,1.97,,1,1145,-0.072,0.96,0.95,3.8,
3289,Kepler-864,b,Kepler-864 b,Transit,2016,5.83376092,,6.35,0.02,2.4,0.214,0.022,2.52,,1,1573,-0.005,1,1,4.68,
3290,Kepler-865,b,Kepler-865 b,Transit,2016,14.16399294,,6.76,0.0213,2.49,0.222,0.023,2.41,,1,664,-0.134,0.93,0.92,4.27,
3291,Kepler-866,b,Kepler-866 b,Transit,2016,2.61703254,,3.29,0.0104,1.63,0.145,0.015,4.17,,1,690,-0.635,0.75,0.71,4.27,
3292,Kepler-867,b,Kepler-867 b,Transit,2016,150.242127,,19.4,0.0612,4.64,0.414,0.043,1.07,,1,824,-0.152,0.92,0.91,5.89,
3293,Kepler-868,b,Kepler-868 b,Transit,2016,5.03251791,,4.86,0.0153,2.05,0.183,0.019,3.1,,1,1269,-0.149,0.93,0.89,3.89,
3294,Kepler-869,b,Kepler-869 b,Transit,2016,40.4287755,,12.7,0.0399,3.61,0.322,0.033,1.48,,1,957,-0.077,0.97,0.95,4.79,
3295,Kepler-87,b,Kepler-87 b,Transit,2013,114.73635,0.036,324.2,1.02,13.49,1.204,0.124,0.729,478,1,1525,0.468,1.1,1.82,7.5,
3296,Kepler-87,c,Kepler-87 c,Transit,2013,191.2318,0.039,6.4,0.02,6.14,0.548,0.056,0.152,403,1,1525,0.468,1.1,1.82,7.5,
3297,Kepler-870,b,Kepler-870 b,Transit,2016,21.3587621,,8.15,0.0256,2.78,0.248,0.025,2.08,,1,1231,0.043,1.01,1.02,3.8,
3298,Kepler-871,b,Kepler-871 b,Transit,2016,22.0459018,,13.5,0.0424,3.74,0.334,0.034,1.42,,1,1695,0.18,1.11,1.14,3.47,
3299,Kepler-872,b,Kepler-872 b,Transit,2016,2.57885507,,4.62,0.0145,1.99,0.178,0.018,3.22,,1,1114,0.106,1.05,1.08,4.17,
3300,Kepler-873,b,Kepler-873 b,Transit,2016,20.5533844,,13.5,0.0426,3.75,0.335,0.034,1.41,,1,1397,0.322,1.18,1.27,2.95,
3301,Kepler-874,b,Kepler-874 b,Transit,2016,40.0686727,,14.7,0.0463,3.94,0.352,0.036,1.32,,1,1072,0.18,1.09,1.13,3.31,
3302,Kepler-875,b,Kepler-875 b,Transit,2016,27.5073799,,8.75,0.0275,2.9,0.259,0.027,1.97,,1,1244,0.146,1.06,1.11,3.39,
3303,Kepler-876,b,Kepler-876 b,Transit,2016,5.14438011,,2.63,0.00829,1.43,0.128,0.013,4.94,,1,735,-0.455,0.81,0.77,5.25,
3304,Kepler-877,b,Kepler-877 b,Transit,2016,18.45847097,,5.14,0.0162,2.12,0.189,0.019,2.96,,1,572,-0.343,0.85,0.81,4.57,
3305,Kepler-878,b,Kepler-878 b,Transit,2016,25.9422033,,4.38,0.0138,1.93,0.172,0.018,3.35,,1,567,-0.461,0.81,0.77,4.57,
3306,Kepler-879,b,Kepler-879 b,Transit,2016,33.3855938,,7.13,0.0224,2.57,0.229,0.024,2.31,,1,772,0.024,1.02,1.02,4.27,
3307,Kepler-880,b,Kepler-880 b,Transit,2016,7.71468975,,7.56,0.0238,2.66,0.237,0.024,2.21,,1,673,0.756,1.46,1.74,1.66,
3308,Kepler-881,b,Kepler-881 b,Transit,2016,4.44448017,,3.82,0.012,1.78,0.159,0.016,3.72,,1,1364,0.131,1.06,1.09,3.8,
3309,Kepler-882,b,Kepler-882 b,Transit,2016,3.98953967,,2.04,0.00642,1.23,0.11,0.011,6.02,,1,525,-0.212,0.9,0.87,4.57,
3310,Kepler-883,b,Kepler-883 b,Transit,2016,12.98495573,,3.82,0.012,1.78,0.159,0.016,3.72,,1,549,0.176,1.06,1.09,3.02,
3311,Kepler-884,b,Kepler-884 b,Transit,2016,5.69919514,,2.04,0.00642,1.23,0.11,0.011,6.02,,1,420,-0.07,1,0.94,2.45,
3312,Kepler-885,b,Kepler-885 b,Transit,2016,18.11472949,,6.8,0.0214,2.5,0.223,0.023,2.39,,1,632,0.382,1.21,1.35,3.16,
3313,Kepler-886,b,Kepler-886 b,Transit,2016,6.24146367,,2.92,0.0092,1.52,0.136,0.014,4.57,,1,857,0.225,1.1,1.16,3.39,
3314,Kepler-887,b,Kepler-887 b,Transit,2016,20.42228798,,4.04,0.0127,1.84,0.164,0.017,3.56,,1,831,0.344,1.19,1.29,3.09,
3315,Kepler-887,c,Kepler-887 c,Transit,2016,7.63846023,,1.51,0.00474,1.13,0.101,0.01,5.75,,1,831,0.344,1.19,1.29,3.09,
3316,Kepler-888,b,Kepler-888 b,Transit,2016,70.6979061,,3.75,0.0118,1.76,0.157,0.016,3.78,,1,413,-0.06,0.97,0.9,1.48,
3317,Kepler-889,b,Kepler-889 b,Transit,2016,3.744439,,1.32,0.00416,1.09,0.097,0.01,5.6,,1,513,0.25,1.14,1.25,3.98,
3318,Kepler-890,b,Kepler-890 b,Transit,2016,52.75875577,,58.6,0.184,8.89,0.793,0.081,0.458,,1,1387,0.161,1.09,1.13,3.63,
3319,Kepler-891,b,Kepler-891 b,Transit,2016,53.44945593,,33.6,0.106,6.41,0.572,0.059,0.701,,1,1372,0.094,1.06,1.07,3.55,
3320,Kepler-892,b,Kepler-892 b,Transit,2016,13.7521072,,8.3,0.0261,2.81,0.251,0.026,2.06,,1,640,-0.624,0.75,0.72,5.01,
3321,Kepler-893,b,Kepler-893 b,Transit,2016,6.33855761,,9.43,0.0297,3.03,0.27,0.028,1.86,,1,1216,0.006,1,0.99,3.8,
3322,Kepler-894,b,Kepler-894 b,Transit,2016,9.803224,,8.15,0.0256,2.78,0.248,0.025,2.08,,1,1090,-0.192,0.87,0.85,4.27,
3323,Kepler-895,b,Kepler-895 b,Transit,2016,2.80624233,,2.99,0.0094,1.54,0.137,0.014,4.5,,1,516,-0.934,0.65,0.61,2.63,
3324,Kepler-896,b,Kepler-896 b,Transit,2016,144.547396,,6.94,0.0218,2.53,0.226,0.023,2.35,,1,896,-0.343,0.84,0.81,5.01,
3325,Kepler-897,b,Kepler-897 b,Transit,2016,8.0472642,,6.3,0.0198,2.39,0.213,0.022,2.54,,1,1147,0.055,1.03,1.04,4.37,
3326,Kepler-898,b,Kepler-898 b,Transit,2016,5.8706191,,2.83,0.00889,1.49,0.133,0.014,4.7,,1,479,-0.957,0.65,0.62,3.98,
3327,Kepler-899,b,Kepler-899 b,Transit,2016,19.17891293,,7.65,0.0241,2.68,0.239,0.025,2.18,,1,1038,-0.135,0.93,0.91,4.07,
3328,Kepler-9,b,Kepler-9 b,Transit,2010,19.24,0.15,80.09,0.252,9.438,0.842,0.087,0.524,,1,650,0.019,1.07,1.02,1,
3329,Kepler-9,c,Kepler-9 c,Transit,2010,38.91,0.13,54.347,0.171,9.225,0.823,0.085,0.383,,1,650,0.019,1.07,1.02,1,
3330,Kepler-9,d,Kepler-9 d,Transit,2010,1.592851,,3.33,0.0105,1.64,0.146,0.015,4.15,2026,1,650,0.019,1.07,1.02,1,
3331,Kepler-900,b,Kepler-900 b,Transit,2016,6.9913086,,4.98,0.0157,2.08,0.186,0.019,3.04,,1,505,-0.58,0.78,0.73,4.57,
3332,Kepler-901,b,Kepler-901 b,Transit,2016,3.51749439,,2.45,0.00771,1.37,0.122,0.013,5.24,,1,241,-1.05,0.59,0.57,3.8,
3333,Kepler-902,b,Kepler-902 b,Transit,2016,40.1099547,,6.99,0.022,2.54,0.227,0.023,2.34,,1,904,-0.1,0.95,0.93,4.37,
3334,Kepler-903,b,Kepler-903 b,Transit,2016,10.3507721,,4.7,0.0148,2.01,0.179,0.018,3.18,,1,829,-0.053,0.98,0.97,4.79,
3335,Kepler-903,c,Kepler-903 c,Transit,2016,62.9228557,,6.94,0.0218,2.53,0.226,0.023,2.35,,1,829,-0.053,0.98,0.97,4.79,
3336,Kepler-904,b,Kepler-904 b,Transit,2016,3.02166863,,3.78,0.0119,1.77,0.158,0.016,3.75,,1,1151,0.307,1.16,1.25,3.02,
3337,Kepler-905,b,Kepler-905 b,Transit,2016,5.08274652,,2.57,0.00809,1.41,0.126,0.013,5.04,,1,521,-0.227,0.95,0.86,1.66,
3338,Kepler-906,b,Kepler-906 b,Transit,2016,41.6979976,,5.1,0.016,2.11,0.188,0.019,2.98,,1,758,0.095,1.06,1.02,1.86,
3339,Kepler-907,b,Kepler-907 b,Transit,2016,15.86621821,,1.87,0.00588,1.2,0.107,0.011,5.95,,1,352,0.378,1.08,1.38,5.37,
3340,Kepler-908,b,Kepler-908 b,Transit,2016,1.34059747,,1.98,0.00624,1.22,0.109,0.011,5.99,,1,250,0.159,1.11,1.12,3.02,
3341,Kepler-909,b,Kepler-909 b,Transit,2016,13.93290318,,2.76,0.00869,1.47,0.131,0.013,4.77,,1,318,0.292,1.17,1.23,2.88,
3342,Kepler-91,b,Kepler-91 b,Transit,2013,6.24658,0.0519,257.4423,0.81,15.323,1.367,0.14,0.4,2040,1,1030,1.225,1.31,6.3,4.47,
3343,Kepler-910,b,Kepler-910 b,Transit,2016,2.36436901,,0.477,0.0015,0.82,0.073,0.008,4.75,,1,402,0.485,1.26,1.5,3.39,
3344,Kepler-911,b,Kepler-911 b,Transit,2016,20.310501,,7.27,0.0229,2.6,0.232,0.024,2.27,,1,567,0.698,1.34,1.99,3.55,
3345,Kepler-912,b,Kepler-912 b,Transit,2016,2.53475627,,8.25,0.0259,2.8,0.25,0.026,2.07,,1,1265,0.158,1.07,1.11,3.16,
3346,Kepler-913,b,Kepler-913 b,Transit,2016,10.29672521,,4.9,0.0154,2.06,0.184,0.019,3.08,,1,597,-0.79,0.63,0.61,5.62,
3347,Kepler-914,b,Kepler-914 b,Transit,2016,4.40966548,,2.48,0.0078,1.38,0.123,0.013,5.19,,1,678,0.153,1.1,1.15,3.98,
3348,Kepler-915,b,Kepler-915 b,Transit,2016,4.59489604,,2.86,0.00899,1.5,0.134,0.014,4.66,,1,806,0.397,1.21,1.38,3.39,
3349,Kepler-916,b,Kepler-916 b,Transit,2016,32.2968798,,3.75,0.0118,1.76,0.157,0.016,3.78,,1,769,-0.348,0.85,0.81,4.79,
3350,Kepler-917,b,Kepler-917 b,Transit,2016,2.97041437,,4.31,0.0136,1.91,0.17,0.018,3.4,,1,1027,-0.348,0.8,0.76,4.17,
3351,Kepler-918,b,Kepler-918 b,Transit,2016,4.85386933,,3.68,0.0116,1.74,0.155,0.016,3.84,,1,1245,0.19,1.11,1.14,3.24,
3352,Kepler-919,b,Kepler-919 b,Transit,2016,11.04603384,,5.69,0.0179,2.25,0.201,0.021,2.74,,1,1219,0.266,1.15,1.21,3.02,
3353,Kepler-92,b,Kepler-92 b,Transit,2013,13.749,0.17,64.3,0.202,3.51,0.313,0.032,8.17,,1,444,0.403,1.21,1.53,5.89,
3354,Kepler-92,c,Kepler-92 c,Transit,2013,26.723,0.04,6.1,0.019,2.6,0.232,0.024,1.91,,1,444,0.403,1.21,1.53,5.89,
3355,Kepler-92,d,Kepler-92 d,Transit,2015,49.3568,0.07,4.93,0.0155,2.067,0.184,0.019,3.07,,1,444,0.403,1.21,1.53,5.89,
3356,Kepler-920,b,Kepler-920 b,Transit,2016,6.53192704,,6.44,0.0203,2.42,0.216,0.022,2.5,,1,926,-0.255,0.89,0.85,4.37,
3357,Kepler-920,c,Kepler-920 c,Transit,2016,100.8274113,,13.8,0.0436,3.8,0.339,0.035,1.38,,1,926,-0.255,0.89,0.85,4.37,
3358,Kepler-921,b,Kepler-921 b,Transit,2016,51.300634,,8.6,0.0271,2.87,0.256,0.026,2,,1,847,-0.114,0.93,0.91,4.27,
3359,Kepler-922,b,Kepler-922 b,Transit,2016,0.93846683,,2.6,0.00819,1.42,0.127,0.013,4.99,,1,558,-0.093,0.95,0.93,4.37,
3360,Kepler-923,b,Kepler-923 b,Transit,2016,6.93366476,,2.48,0.0078,1.38,0.123,0.013,5.19,,1,966,0.265,1.11,1.26,4.68,
3361,Kepler-924,b,Kepler-924 b,Transit,2016,61.0370117,,9.64,0.0303,3.07,0.274,0.028,1.83,,1,995,0.295,1.14,1.23,3.09,
3362,Kepler-925,b,Kepler-925 b,Transit,2016,33.8678531,,6.08,0.0191,2.34,0.209,0.021,2.61,,1,623,-0.652,0.77,0.72,2.57,
3363,Kepler-926,b,Kepler-926 b,Transit,2016,52.0688601,,5.95,0.0187,2.31,0.206,0.021,2.65,,1,771,0.019,1.01,1.01,4.37,
3364,Kepler-927,b,Kepler-927 b,Transit,2016,9.1149903,,3.61,0.0113,1.72,0.153,0.016,3.9,,1,879,-0.017,0.99,0.99,4.37,
3365,Kepler-928,b,Kepler-928 b,Transit,2016,3.9324613,,3.15,0.00993,1.59,0.142,0.015,4.31,,1,532,-0.666,0.73,0.7,4.37,
3366,Kepler-929,b,Kepler-929 b,Transit,2016,0.92103214,,1.41,0.00444,1.11,0.099,0.01,5.67,,1,820,0.047,1.01,1.02,3.47,
3367,Kepler-93,b,Kepler-93 b,Transit,2014,4.72674,0,3.1783,0.01,1.569,0.14,0.014,1.652,1037,1,,-0.048,1.09,0.98,6.6,
3368,Kepler-93,c,Kepler-93 c,Radial Velocity,2014,1460,,954,3,,,,,,1,,-0.048,1.09,0.98,6.6,
3369,Kepler-930,b,Kepler-930 b,Transit,2016,71.4517775,,5.18,0.0163,2.13,0.19,0.02,2.95,,1,905,0.455,1.25,1.4,2.34,
3370,Kepler-931,b,Kepler-931 b,Transit,2016,8.03755877,,2.33,0.00733,1.33,0.119,0.012,5.44,,1,490,-0.35,0.86,0.81,4.68,
3371,Kepler-932,b,Kepler-932 b,Transit,2016,1.9214374,,2.45,0.00771,1.37,0.122,0.013,5.24,,1,478,-0.289,0.87,0.84,4.68,
3372,Kepler-933,b,Kepler-933 b,Transit,2016,14.20443009,,6.62,0.0208,2.46,0.219,0.023,2.44,,1,922,-0.284,0.87,0.84,4.68,
3373,Kepler-934,b,Kepler-934 b,Transit,2016,55.6738309,,5.02,0.0158,2.09,0.186,0.019,3.02,,1,603,-0.475,0.81,0.77,4.47,
3374,Kepler-935,b,Kepler-935 b,Transit,2016,4.88083852,,2.39,0.00752,1.35,0.12,0.012,5.34,,1,482,-0.582,0.78,0.73,3.8,
3375,Kepler-936,b,Kepler-936 b,Transit,2016,10.56134221,,2.7,0.00849,1.45,0.129,0.013,4.87,,1,687,-0.19,0.92,0.89,4.57,
3376,Kepler-937,b,Kepler-937 b,Transit,2016,67.668827,,13.4,0.042,3.72,0.332,0.034,1.43,,1,1482,0.268,1.15,1.22,3.24,
3377,Kepler-937,c,Kepler-937 c,Transit,2016,153.343364,,7.61,0.0239,2.67,0.238,0.024,2.2,,1,1482,0.268,1.15,1.22,3.24,
3378,Kepler-938,b,Kepler-938 b,Transit,2016,52.6298417,,5.56,0.0175,2.22,0.198,0.02,2.79,,1,861,-0.174,0.92,0.89,4.27,
3379,Kepler-939,b,Kepler-939 b,Transit,2016,14.878296,,3.71,0.0117,1.75,0.156,0.016,3.8,,1,1029,-0.234,0.88,0.85,4.47,
3380,Kepler-94,b,Kepler-94 b,Transit,2014,2.50806,,10.84,0.034,3.51,0.313,0.032,1.45,827,1,191,-0.565,0.81,0.76,1.41,
3381,Kepler-94,c,Kepler-94 c,Radial Velocity,2014,820.3,,3126,9.836,12.5,1.11,0.114,8.79,,1,191,-0.565,0.81,0.76,1.41,
3382,Kepler-940,b,Kepler-940 b,Transit,2016,59.6225257,,11.1,0.035,3.34,0.298,0.031,1.64,,1,1317,-0.036,0.97,0.96,3.63,
3383,Kepler-941,b,Kepler-941 b,Transit,2016,17.42395198,,9.69,0.0305,3.08,0.275,0.028,1.82,,1,1105,-0.202,0.89,0.86,4.07,
3384,Kepler-942,b,Kepler-942 b,Transit,2016,44.96417488,,5.18,0.0163,2.13,0.19,0.02,2.95,,1,218,-0.548,0.81,0.75,4.17,
3385,Kepler-943,b,Kepler-943 b,Transit,2016,49.7701438,,29.5,0.0928,5.93,0.529,0.054,0.777,,1,1239,0.009,0.93,0.91,4.27,
3386,Kepler-944,b,Kepler-944 b,Transit,2016,43.3167737,,7.41,0.0233,2.63,0.235,0.024,2.24,,1,1035,-0.274,0.86,0.83,4.47,
3387,Kepler-945,b,Kepler-945 b,Transit,2016,31.0033814,,7.41,0.0233,2.63,0.235,0.024,2.24,,1,1543,-0.042,0.97,0.97,4.47,
3388,Kepler-946,b,Kepler-946 b,Transit,2016,11.79162572,,4.38,0.0138,1.93,0.172,0.018,3.35,,1,918,-0.095,0.94,0.93,4.17,
3389,Kepler-947,b,Kepler-947 b,Transit,2016,26.9644317,,5.82,0.0183,2.28,0.203,0.021,2.7,,1,1188,-0.202,0.9,0.87,4.27,
3390,Kepler-948,b,Kepler-948 b,Transit,2016,7.76846622,,4.08,0.0128,1.85,0.165,0.017,3.54,,1,884,-0.081,0.96,0.94,4.17,
3391,Kepler-949,b,Kepler-949 b,Transit,2016,8.6893073,,8.8,0.0277,2.91,0.26,0.027,1.96,,1,572,-0.245,0.89,0.86,4.57,
3392,Kepler-95,b,Kepler-95 b,Transit,2014,11.5231,,13,0.041,3.42,0.305,0.031,1.71,,1,443,0.277,1.08,1.41,5.63,
3393,Kepler-950,b,Kepler-950 b,Transit,2016,98.7180406,,59.6,0.188,8.98,0.801,0.082,0.452,,1,1489,0.043,1.02,1.02,3.8,
3394,Kepler-951,b,Kepler-951 b,Transit,2016,71.52530845,,26.7,0.0839,5.59,0.499,0.051,0.84,,1,408,-0.581,0.77,0.73,4.27,
3395,Kepler-952,b,Kepler-952 b,Transit,2016,130.3546919,,45.4,0.143,7.65,0.682,0.07,0.557,,1,1167,-0.021,1,0.99,4.27,
3396,Kepler-953,b,Kepler-953 b,Transit,2016,88.40655258,,16.5,0.0519,4.21,0.376,0.039,1.22,,1,240,-0.119,0.95,0.99,8.71,
3397,Kepler-953,c,Kepler-953 c,Transit,2016,9.10967112,,1.81,0.0057,1.19,0.106,0.011,5.9,,1,240,-0.119,0.95,0.99,8.71,
3398,Kepler-954,b,Kepler-954 b,Transit,2016,16.78176602,,5.99,0.0189,2.32,0.207,0.021,2.64,,1,224,-0.491,0.82,0.76,3.39,
3399,Kepler-955,b,Kepler-955 b,Transit,2016,14.53244172,,9.96,0.0313,3.13,0.279,0.029,1.78,,1,637,-0.283,0.89,0.84,4.37,
3400,Kepler-956,b,Kepler-956 b,Transit,2016,5.24867263,,9.27,0.0292,3,0.268,0.027,1.89,,1,631,0.201,1.1,1.15,3.47,
3401,Kepler-957,b,Kepler-957 b,Transit,2016,5.90741354,,25.9,0.0816,5.5,0.491,0.05,0.855,,1,749,-0.512,0.81,0.75,2.75,
3402,Kepler-958,b,Kepler-958 b,Transit,2016,9.7678805,,4.9,0.0154,2.06,0.184,0.019,3.08,,1,467,-0.239,0.91,0.86,4.37,
